hts_8digit,description,unit,general_rate_raw,general_ad_valorem_rate,special_rate_raw,other_rate_raw,edition_label,generated_at,conflict_count_same_8digit
32041760,Products described in additional U.S. note 3 to section VI,,6.5%,0.065,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",72%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32041790,Other,,6.5%,0.065,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,L,MA,OM,P,PA,PE,S,SG)",72%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32041800,Carotenoid coloring matters and preparations based thereon,"[""kg""]",3.1%,0.031,"Free 
(A, AU, BH, CL, CO, D, E, IL, JO, K, KR, MA, OM, P,PA, PE, S, SG)",25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32041906,"Solvent yellow 43, 44, 85, 172","[""kg""]",Free,0.0,,64.1%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32041911,"Solvent black 2, 3, 27, 28, 29, 34, 35; Solvent blue 45, 49, 51, 53, 56, 67, 97; Solvent brown 1, 28, 42, 43, 44; Solvent green 4, 5, 7, 19, 27, 28; Solvent orange 45, 54, 59, 62, 63, 67; Solvent red 7, 18, 19, 23, 27, 35, 89, 92, 100, 110, 118, 119, 124, 125, 127, 129, 130, 131, 132, 160, 162; Solvent violet 2, 23, 24; and Solvent yellow 1, 30, 32, 48, 64, 89, 93, 98, 160","[""kg""]",6.5%,0.065,"Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA,OM,P, PA,PE,S,SG)",45.7%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32041920,Products described in additional U.S. note 3 to section VI,,6.5%,0.065,"Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA,OM, P,PA,PE,S,SG)",64.1%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32041925,Other,,6.5%,0.065,"Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA,OM, P,PA,PE,S,SG)",64.1%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32041930,"Sulfur black, ""Colour Index Nos. 53185, 53190, and 53195""","[""kg""]",6.5%,0.065,"Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA,OM, P,PA,PE,S,SG)",6.6¢/kg + 28%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32041940,Products described in additional U.S. note 3 to section VI,"[""kg""]",6.5%,0.065,"Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA,OM, P,PA,PE,S,SG)",50.5%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32041950,Other,"[""kg""]",6.5%,0.065,"Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR, MA,OM, P,PA,PE,S,SG)",50.5%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32042010,Fluorescent brightening agent 32,"[""kg""]",6.5%,0.065,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",64.2%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32042040,Benzoxazol,"[""kg""]",Free,0.0,,44.1%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32042080,Other,"[""kg""]",6.5%,0.065,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",44.1%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32049000,Other,"[""kg""]",5.9%,0.059000000000000004,"Free (A,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)",50.8%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32050005,"Food coloring solutions, containing cochineal carmine lake and paprika oleo resins, but not including any synthetic organic coloring matter","[""kg""]",Free,0.0,,72%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32050015,Other,"[""kg""]",6.5%,0.065,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",72%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32050040,Products described in additional U.S. note 3 to section VI,,6.5%,0.065,"Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR, MA,OM, P,PA,PE,S,SG)",72%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32050050,Other,,6.5%,0.065,"Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA,OM, P,PA,PE,S,SG)",72%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32061100,Containing 80 percent or more by weight of titanium dioxide calculated on the dry matter,"[""kg""]",6%,0.06,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",30%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32061900,Other,"[""kg""]",6%,0.06,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",30%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32062000,Pigments and preparations based on chromium compounds,,3.7%,0.037000000000000005,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32064100,Ultramarine and preparations based thereon,"[""kg""]",1.5%,0.015,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",7.5%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32064200,Lithopone and other pigments and preparations based on zinc sulfide,"[""kg""]",2.2%,0.022000000000000002,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",11%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32064910,Concentrated dispersions of pigments in plastics materials,"[""kg""]",5.9%,0.059000000000000004,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",15.4¢/kg + 45%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32064920,Preparations based on iron oxides,"[""kg""]",6.5%,0.065,"Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR, MA,OM, P,PA,PE,S,SG)",20%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32064930,Preparations based on zinc oxides,"[""kg""]",1.3%,0.013000000000000001,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",4.5%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32064940,Preparations based on carbon black,"[""kg""]",Free,0.0,,20%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32064955,Pigments and preparations based on hexacyanoferrates (ferrocyanides and ferricyanides),"[""kg""]",3.7%,0.037000000000000005,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",12%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32064960,Other,,3.1%,0.031,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32065000,Inorganic products of a kind used as luminophores,"[""kg""]",6.5%,0.065,"Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA,OM,P, PA,PE,S,SG)",45.5%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32071000,"Prepared pigments, prepared opacifiers, prepared colors and similar preparations","[""kg""]",3.1%,0.031,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32072000,"Vitrifiable enamels and glazes, engobes (slips) and similar preparations","[""kg""]",4.9%,0.049,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",30%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32073000,Liquid lustres and similar preparations,"[""kg""]",3.1%,0.031,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32074010,Ground or pulverized,"[""kg""]",6%,0.06,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",30%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32074050,Other,"[""kg""]",6.5%,0.065,"Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P, PA,PE,S,SG)",40%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32081000,Based on polyesters,"[""liters"",""kg""]",3.7%,0.037000000000000005,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",15.4¢/kg +46%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32082000,Based on acrylic or vinyl polymers,"[""liters"",""kg""]",3.6%,0.036000000000000004,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32089000,Other,"[""liters"",""kg""]",3.2%,0.032,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32091000,Based on acrylic or vinyl polymers,"[""liters"",""kg""]",5.1%,0.051,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32099000,Other,"[""liters"",""kg""]",5.9%,0.059000000000000004,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",15.4¢/kg + 46%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32100000,"Other paints and varnishes (including enamels, lacquers and distempers); prepared water pigments of a kind used for finishing leather","[""liters"",""kg""]",1.8%,0.018000000000000002,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32110000,Prepared driers,"[""kg""]",3.7%,0.037000000000000005,"Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA,OM,P, PA,PE,S,SG)",25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32121000,Stamping foils,"[""m2""]",4.7%,0.047,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",20%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32129000,Other,,3.1%,0.031,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32131000,Colors in sets,"[""pcs""]",6.5% on the entire set,,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",70% on the entire set,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32139000,Other,"[""pcs""]",3.4%,0.034,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",48.6%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32141000,"Glazier's putty, grafting putty, resin cements, caulking compounds and other mastics; painters' fillings",,3.7%,0.037000000000000005,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",20%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32149010,Based on rubber,"[""kg""]",Free,0.0,,20%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32149050,Other,"[""kg""]",3.25%,0.0325,"Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA,OM,P, PA,PE,S,SG)",60%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32151110,"In engineered shapes, for insertion into apparatus of subheadings 8443.31, 8443.32 or 8443.39","[""kg""]",Free,0.0,,10%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32151130,Other,"[""kg""]",1.8%,0.018000000000000002,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",10%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32151190,Other,,1.8%,0.018000000000000002,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",10%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32151910,"In engineered shapes, for insertion into apparatus of subheadings 8443.31, 8443.32 or 8443.39","[""kg""]",Free,0.0,,10%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32151930,Other,"[""kg""]",1.8%,0.018000000000000002,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",10%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32151990,Other,,1.8%,0.018000000000000002,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",10%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32159010,Drawing ink,"[""kg""]",3.1%,0.031,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",15%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
32159050,Other,"[""kg""]",1.8%,0.018000000000000002,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",10%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33011200,Of orange,"[""kg""]",2.7%,0.027000000000000003,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33011300,Of lemon,"[""kg""]",3.8%,0.038,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P, PA,PE,S,SG)",25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33011910,Of grapefruit,"[""kg""]",2.7%,0.027000000000000003,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33011951,Other,,Free,0.0,,25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33012400,Of peppermint (Mentha piperita),"[""kg""]",4.2%,0.042,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33012500,Of other mints,,Free,0.0,,25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33012910,Of eucalyptus,"[""kg""]",1.8%,0.018000000000000002,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",15%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33012920,Of orris,"[""kg""]",1.1%,0.011000000000000001,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33012951,Other,,Free,0.0,,Free,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33013000,Resinoids,"[""kg""]",Free,0.0,,Free,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33019010,Extracted oleoresins,,3.8%,0.038,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33019050,Other,"[""kg""]",Free,0.0,,20%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33021010,Not containing alcohol,"[""kg""]",Free,0.0,,25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33021020,Containing not over 20 percent of alcohol by weight,"[""kg""]",Free,0.0,,44¢/kg + 25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33021040,Containing over 20 percent but not over 50 percent of alcohol by weight,"[""kg""]",8.4¢/kg + 1.9%,,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",88¢/kg +25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33021050,Containing over 50 percent of alcohol by weight,"[""kg""]",17¢/kg + 1.9%,,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",$1.76/kg + 25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33021090,Other,"[""kg""]",Free,0.0,,50%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33029010,Containing no alcohol or not over 10 percent of alcohol by weight,,Free,0.0,,88¢/kg + 50%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33029020,Containing over 10 percent of alcohol by weight,,Free,0.0,,88¢/kg + 75%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33030010,Floral or flower waters,"[""liters""]",Free,0.0,,20%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33030020,Other,"[""kg""]",Free,0.0,,75%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33030030,Containing alcohol,"[""kg""]",Free,0.0,,88¢/kg + 75%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33041000,Lip make-up preparations,"[""kg""]",Free,0.0,,75%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33042000,Eye make-up preparations,"[""kg""]",Free,0.0,,75%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33043000,Manicure or pedicure preparations,"[""kg""]",Free,0.0,,75%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33049100,"Powders, whether or not compressed",,Free,0.0,,75%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33049910,Petroleum jelly put up for retail sale,"[""kg""]",Free,0.0,,75%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33049950,Other,"[""kg""]",Free,0.0,,75%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33051000,Shampoos,"[""kg""]",Free,0.0,,75%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33052000,Preparations for permanent waving or straightening,"[""kg""]",Free,0.0,,75%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33053000,Hair lacquers,"[""kg""]",Free,0.0,,88¢/kg + 75%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33059000,Other,"[""kg""]",Free,0.0,,88¢/kg + 75%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33061000,Dentifrices,"[""kg""]",Free,0.0,,75%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33062000,Yarn used to clean between the teeth (dental floss),"[""kg""]",Free,0.0,,88¢/kg + 75%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33069000,Other,"[""kg""]",Free,0.0,,88¢/kg + 75%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33071010,Not containing alcohol,"[""kg""]",4.9%,0.049,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",75%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33071020,Containing alcohol,"[""kg""]",4.9%,0.049,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",81.7%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33072000,Personal deodorants and antiperspirants,"[""kg""]",4.9%,0.049,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",75%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33073010,"Bath salts, whether or not perfumed","[""kg""]",5.8%,0.057999999999999996,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",75%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33073050,Other,"[""kg""]",4.9%,0.049,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",75%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33074100,"""Agarbatti"" and other odoriferous preparations which operate by burning","[""kg""]",2.4%,0.024,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",20%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33074900,Other,"[""kg""]",6%,0.06,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",73.2%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
33079000,Other,"[""kg""]",5.4%,0.054000000000000006,"Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",75%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
34011110,Castile soap,"[""kg""]",Free,0.0,,15%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
34011150,Other,"[""kg""]",Free,0.0,,4.4¢/kg + 30%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
34011900,Other,"[""kg""]",Free,0.0,,4.4¢/kg + 15%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
34012000,Soap in other forms,"[""kg""]",Free,0.0,,4.4¢/kg + 30%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
34013010,Containing any aromatic or modified aromatic surface-active agent,"[""kg""]",4%,0.04,"Free (A,AU,BH,CL,CO,D,E,IL,JO,K,KR,MA,OM,P,PA,PE,S,SG)",15.4¢/kg + 53.5%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
34013050,Other,"[""kg""]",Free,0.0,,25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
34023110,Aromatic or modified aromatic,"[""kg""]",6.5%,0.065,"Free
(A, AU, BH, CL, CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)",15.4¢/kg + 52.5%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
34023190,Other,"[""kg""]",3.7%,0.037000000000000005,"Free 
(A, AU, BH, CL,CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)",25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
34023910,Aromatic or modified aromatic,"[""kg""]",4%,0.04,"Free 
(A, AU, BH, CL, CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)",15.4¢/kg + 53.5%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
34023990,Other,,3.7%,0.037000000000000005,"Free (A, AU, BH, CL, CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)",25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
34024110,Aromatic or modified aromatic,"[""kg""]",4%,0.04,"Free (A, AU, BH, CL, CO, D,E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)",15.4¢/kg + 53.5%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
34024190,Other,"[""kg""]",4%,0.04,"Free (A, AU, BH, CL, CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)",16.5¢/kg + 30%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
34024210,Aromatic or modified aromatic,"[""kg""]",4%,0.04,"Free (A, AU, BH, CL, CO, D, E, IL, JO, K, KR, MA, OM, P, PA, PE, S, SG)",15.4¢/kg + 53.5%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
34024220,"Fatty substances of animal, vegetable or microbial origin",,4%,0.04,"Free (A, AU, BH, CL, CO, D, E, IL, JO, K, KR, MA, OM, P, PA, PE, S, SG)",16.5¢/kg + 30%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
34024290,Other,"[""kg""]",3.7%,0.037000000000000005,"Free 
(A, AU, BH, CL, CO, D, E, IL, JO, K, KR, MA, OM, P, PA, PE, S, SG)",25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
34024910,Aromatic or modified aromatic,"[""kg""]",4%,0.04,"Free  (A, AU, BH, CL, CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)",15.4¢/kg + 53.5%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
34024990,Other,"[""kg""]",3.7%,0.037000000000000005,"Free  (A, AU, BH, CL, CO, D, E, IL, JO, KR, MA, OM, P, PA, PE, S, SG)",25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
34025011,Containing any aromatic or modified aromatic surface-active agent,"[""kg""]",4%,0.04,"Free  (A, AU, BH, CL, CO, D, E, IL, JO, K, KR, MA, OM, P, PA, PE, S, SG)",15.4¢/kg + 53.5%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
34025051,Other,"[""kg""]",Free,0.0,,25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
34029010,Synthetic detergents,"[""kg""]",3.8%,0.038,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",15.4¢/kg + 53.5%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
34029030,Containing any aromatic or modified aromatic surface-active agent,"[""kg""]",4%,0.04,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",15.4¢/kg + 44.5%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
34029050,Other,,3.7%,0.037000000000000005,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,L,MA,OM,P,PA,PE,S,SG)",25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
34031120,Containing 50 percent or more by weight of petroleum oils or of oils obtained from bituminous minerals,"[""liters""]",0.2%,0.002,"Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA,OM,P, PA,PE,S,SG)",0.4%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
34031140,Other,"[""kg""]",6.1%,0.061,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",15.4¢/kg + 49.5%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
34031150,Other,"[""kg""]",1.4%,0.013999999999999999,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)",25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
34031910,Containing 50 percent or more by weight of petroleum oils or of oils obtained from bituminous minerals,"[""liters""]",0.2%,0.002,"Free (A+,AU,BH,CL,CO,D,E,IL, JO, JP, KR,MA,OM,P, PA,PE,S,SG)",0.4%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
34031950,Other,"[""kg""]",5.8%,0.057999999999999996,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 2.9%(JP)",20%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
34039110,Preparations for the treatment of textile materials,"[""kg""]",6%,0.06,"Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 3%(JP)",25%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
34039150,Other,"[""kg""]",6.5%,0.065,"Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 3.25% (JP)",30%,HTS 2025 Basic Edition,2026-01-08T03:59:22Z,0
